Sigla,Code,Munic,1996,2000,2007,2010
PB,2502151,Boa Vista,,2711,2450,3019
PB,2502201,Bom Jesus,1203,1374,1298,1412
PB,2502300,Bom Sucesso,4255,3727,3263,3005
PB,2502409,Bonito de Santa Fé,3979,4280,3641,3405
PB,2502508,Boqueirão,19328,4726,4532,4882
PB,2502607,Igaracy,2409,2768,2339,2035
PB,2502706,Borborema,1255,1693,1570,1379
PB,2502805,Brejo do Cruz,5390,3806,3227,3225
PB,2502904,Brejo dos Santos,1956,1892,1161,1564
PB,2503001,Caaporã,5967,6505,3917,2814
PB,2503100,Cabaceiras,3878,2530,2808,2818
PB,2503209,Cabedelo,,,10,8
PB,2503308,Cachoeira dos Índios,5720,5163,5293,6143
PB,2503407,Cacimba de Areia,1768,2288,2204,1883
PB,2503506,Cacimba de Dentro,10349,9264,8529,7590
PB,2503555,Cacimbas,,5480,5128,5173
PB,2503605,Caiçara,4473,2656,2232,2030
PB,2503704,Cajazeiras,11277,12751,11524,10945
PB,2503753,Cajazeirinhas,,2111,2145,2033
PB,2503803,Caldas Brandão,3147,2460,2438,2413
PB,2503902,Camalaú,3294,3159,3013,2862
PB,2504009,Campina Grande,18714,17847,17012,18004
PB,2504033,Capim,,524,610,1495
PB,2504074,Caraúbas,,2327,2449,2382
PB,2504108,Carrapateira,675,694,938,665
PB,2504157,Casserengue,,4002,3559,3600
PB,2504207,Catingueira,2445,2209,2074,1928
PB,2504306,Catolé do Rocha,9028,8305,7651,7436
PB,2504355,Caturité,,3385,3479,3519
PB,2504405,Conceição,10986,7659,7011,6930
PB,2504504,Condado,3226,2369,2341,2022
PB,2504603,Conde,5601,6147,7206,6913
PB,2504702,Congo,2621,2426,2126,1745
PB,2504801,Coremas,4928,4559,4059,3730
PB,2504850,Coxixola,,833,1024,989
PB,2504900,Cruz do Espírito Santo,7581,8191,8273,8817
PB,2505006,Cubati,2605,2358,2035,2097
PB,2505105,Cuité,10061,7875,7226,6516
PB,2505204,Cuitegi,1492,1576,1371,1281
PB,2505238,Cuité de Mamanguape,,4605,4763,4133
PB,2505279,Curral de Cima,,4879,4975,4736
PB,2505303,Curral Velho,1374,1213,1193,1095
PB,2505352,Damião,,2213,2763,2622
PB,2505402,Desterro,8598,3547,3429,3102
PB,2505501,Vista Serrana,1963,1901,1892,1926
PB,2505600,Diamante,4060,3351,2926,2798
PB,2505709,Dona Inês,6397,6244,6385,5862
PB,2505808,Duas Estradas,2416,1052,917,799
PB,2505907,Emas,1663,1537,1325,1185
PB,2506004,Esperança,9488,9646,9317,9464
PB,2506103,Fagundes,7864,6934,6484,5940
PB,2506202,Frei Martinho,1456,1477,1254,1126
PB,2506251,Gado Bravo,,7870,7477,7468
PB,2506301,Guarabira,7379,7414,6823,6366
PB,2506400,Gurinhém,8780,7639,7539,8077
PB,2506509,Gurjão,3539,1105,1082,1031
PB,2506608,Ibiara,3038,2834,2612,2345
PB,2506707,Imaculada,6402,7387,6462,6289
PB,2506806,Ingá,8544,6837,6914,6581
PB,2506905,Itabaiana,5931,5406,4765,4750
PB,2507002,Itaporanga,7347,6434,6102,5563
PB,2507101,Itapororoca,7215,6427,6021,6141
PB,2507200,Itatuba,4830,4389,4310,4246
PB,2507309,Jacaraú,11344,7004,6277,5910
PB,2507408,Jericó,4683,3218,3134,2809
PB,2507507,João Pessoa,,,,2730
PB,2507606,Juarez Távora,2227,1854,1921,1607
PB,2507705,Juazeirinho,8989,7224,7747,7652
PB,2507804,Junco do Seridó,2613,2489,2384,2274
PB,2507903,Juripiranga,966,990,787,651
PB,2508000,Juru,6952,6179,5990,5467
PB,2508109,Lagoa,3868,3102,2581,2377
PB,2508208,Lagoa de Dentro,4285,3739,3401,3395
PB,2508307,Lagoa Seca,15475,16042,15737,15330
PB,2508406,Lastro,2319,2036,1579,1506
PB,2508505,Livramento,4205,4344,3589,3412
PB,2508554,Logradouro,,1861,2133,2219
PB,2508604,Lucena,2743,1728,1858,1578
PB,2508703,Mãe d'Água,2806,2157,2499,2450
PB,2508802,Malta,1147,973,732,708
PB,2508901,Mamanguape,17435,8018,7596,8069
PB,2509008,Manaíra,6413,5667,5165,4732
PB,2509057,Marcação,,3255,4188,4760
PB,2509107,Mari,3116,3243,3415,3721
PB,2509156,Marizópolis,,752,835,816
PB,2509206,Massaranduba,8907,8186,8252,8418
PB,2509305,Mataraca,1578,682,992,859
PB,2509339,Matinhas,,3477,3527,3639
PB,2509370,Mato Grosso,,1548,1450,1501
PB,2509396,Maturéia,,2572,2269,2082
PB,2509404,Mogeiro,8915,8705,7017,6908
PB,2509503,Montadas,2194,2003,1788,1834
PB,2509602,Monte Horebe,1998,1956,1896,2007
PB,2509701,Monteiro,10892,11003,11189,10591
PB,2509800,Mulungu,6695,5052,5048,4933
PB,2509909,Natuba,7746,7416,7156,6932
PB,2510006,Nazarezinho,4902,4545,3869,4096
PB,2510105,Nova Floresta,1043,1045,1026,2641
PB,2510204,Nova Olinda,4507,3288,3170,2843
PB,2510303,Nova Palmeira,1733,1521,1489,1809
PB,2510402,Olho d'Água,5292,4336,3731,3063
PB,2510501,Olivedos,2032,1834,1857,1725
PB,2510600,Ouro Velho,1081,918,907,881
PB,2510659,Parari,,1098,665,557
PB,2510709,Passagem,2325,1150,1079,1124
PB,2510808,Patos,3727,3812,3671,3396
PB,2510907,Paulista,7973,6824,6436,6068
PB,2511004,Pedra Branca,1723,1712,1558,1356
PB,2511103,Pedra Lavrada,4241,4171,3875,4400
PB,2511202,Pedras de Fogo,12240,11951,10871,10674
PB,2511301,Piancó,6118,4820,4790,4187
PB,2511400,Picuí,8247,7223,7503,6102
PB,2511509,Pilar,6805,3299,3687,3518
PB,2511608,Pilões,4781,5007,3858,3646
PB,2511707,Pilõezinhos,3103,3132,2726,2408
PB,2511806,Pirpirituba,3082,2680,2473,2432
PB,2511905,Pitimbu,4898,6016,6573,6640
PB,2512002,Pocinhos,7008,7323,7133,7414
PB,2512036,Poço Dantas,,3111,3017,2774
PB,2512077,Poço de José de Moura,,2535,2513,2553
PB,2512101,Pombal,14067,8340,7206,6357
PB,2512200,Prata,1363,1207,1500,1410
PB,2512309,Princesa Isabel,11963,6830,6192,6755
PB,2512408,Puxinanã,8369,8821,9003,8706
PB,2512507,Queimadas,19149,18986,19021,18813
PB,2512606,Quixabá,1028,803,859,1066
PB,2512705,Remígio,6001,4718,5076,4628
PB,2512721,Pedro Régis,,3509,3746,3617
PB,2512747,Riachão,,1103,1628,1240
PB,2512754,Riachão do Bacamarte,,1494,1473,1601
PB,2512762,Riachão do Poço,,2835,3231,2877
PB,2512788,Riacho de Santo Antônio,,506,510,536
PB,2512804,Riacho dos Cavalos,5890,5231,4630,4289
PB,2512903,Rio Tinto,11779,9027,10077,9919
PB,2513000,Salgadinho,2374,2318,2797,2305
PB,2513109,Salgado de São Félix,8723,7119,7264,6726
PB,2513158,Santa Cecília,,5669,5490,4790
PB,2513208,Santa Cruz,4402,3725,3645,3483
PB,2513307,Santa Helena,3563,3516,3388,2667
PB,2513356,Santa Inês,,2491,2360,2109
PB,2513406,Santa Luzia,1568,1543,1407,1240
PB,2513505,Santana de Mangueira,4335,3923,3497,3100
PB,2513604,Santana dos Garrotes,3986,4210,3768,3530
PB,2513653,Santarém,,1930,1914,1775
PB,2513703,Santa Rita,20020,15369,16734,16593
PB,2513802,Santa Teresinha,3496,3121,2625,2373
PB,2513851,Santo André,,2198,1892,1773
PB,2513901,São Bento,7759,5948,6781,5839
PB,2513927,São Bentinho,,1361,1347,1293
PB,2513943,São Domingos do Cariri,,1409,1166,1386
PB,2513968,São Domingos de Pombal,,1588,1774,1861
PB,2513984,São Francisco,,2417,2212,2001
PB,2514008,São João do Cariri,5191,2707,2250,1997
PB,2514107,São João do Tigre,3051,3245,3044,2867
PB,2514206,São José da Lagoa Tapada,4949,4206,4537,4249
PB,2514305,São José de Caiana,3838,3690,3530,3281
PB,2514404,São José de Espinharas,3773,3634,3309,3143
PB,2514453,São José dos Ramos,,3364,3412,3135
PB,2514503,São José de Piranhas,9844,9765,9108,8301
PB,2514552,São José de Princesa,,4521,4153,3524
PB,2514602,São José do Bonfim,1925,1873,1988,1872
PB,2514651,São José do Brejo do Cruz,,819,831,726
PB,2514701,São José do Sabugi,1976,1691,1472,1431
PB,2514800,São José dos Cordeiros,4063,2829,2443,2342
PB,2514909,São Mamede,2809,2451,2070,1819
PB,2515005,São Miguel de Taipu,1484,3345,3670,3719
PB,2515104,São Sebastião de Lagoa de Roça,6297,6250,6621,6382
PB,2515203,São Sebastião do Umbuzeiro,1768,1085,1054,1138
PB,2515302,Sapé,22104,11837,10906,12002
PB,2515401,Seridó,5476,5645,5639,5633
PB,2515500,Serra Branca,5648,4326,3781,4555
PB,2515609,Serra da Raiz,1444,1214,1127,1069
PB,2515708,Serra Grande,1466,1391,1301,1199
PB,2515807,Serra Redonda,4655,4182,4131,3442
PB,2515906,Serraria,5710,3513,3282,2771
PB,2515930,Sertãozinho,,1332,1382,1180
PB,2515971,Sobrado,,6302,6540,6490
PB,2516003,Solânea,16885,12824,8239,7361
PB,2516102,Soledade,3612,3600,3605,3508
PB,2516151,Sossêgo,,1272,1584,1587
PB,2516201,Sousa,24697,16435,13759,13922
PB,2516300,Sumé,5769,4158,4494,3824
PB,2516409,Campo de Santana,6323,5682,5506,5894
PB,2516508,Taperoá,6219,5365,6147,5997
PB,2516607,Tavares,9222,8567,7865,7487
PB,2516706,Teixeira,8169,4005,4777,4522
PB,2516755,Tenório,,1197,1216,1140
PB,2516805,Triunfo,7738,5320,5310,4911
PB,2516904,Uiraúna,9802,4735,4463,4235
PB,2517001,Umbuzeiro,12342,5610,5449,5312
PB,2517100,Várzea,863,648,713,669
PB,2517209,Vieirópolis,,3758,3863,4049
PB,2517407,Zabelê,,667,675,603
PE,2600054,Abreu e Lima,8149,11343,7735,7804
PE,2600104,Afogados da Ingazeira,10616,9773,8564,7686
PE,2600203,Afrânio,10479,11029,11532,11725
PE,2600302,Agrestina,6916,7141,5895,5722
PE,2600401,Água Preta,12804,13824,12567,14345
PE,2600500,Águas Belas,19000,16704,15287,15671
PE,2600609,Alagoinha,5389,5797,5902,5990
PE,2600708,Aliança,20537,20098,17578,17168
PE,2600807,Altinho,12575,11589,9718,9577
PE,2600906,Amaraji,8055,6928,4574,5894
PE,2601003,Angelim,4235,4539,4302,4115
PE,2601052,Araçoiaba,,2661,3534,2888
PE,2601102,Araripina,33132,36247,36046,30394
PE,2601201,Arcoverde,5849,6299,5914,6125
PE,2601300,Barra de Guabiraba,1936,1679,1793,1386
PE,2601409,Barreiros,11399,8111,6637,6750
PE,2601508,Belém de Maria,6962,4060,2654,3362
PE,2601607,Belém de São Francisco,9444,8405,7586,7671
PE,2601706,Belo Jardim,17097,18306,17678,14199
PE,2601805,Betânia,8321,8384,8201,8291
PE,2601904,Bezerros,14299,12805,9674,8928
PE,2602001,Bodocó,18058,22429,22866,22334
PE,2602100,Bom Conselho,18919,16863,16707,15724
PE,2602209,Bom Jardim,25117,23980,24492,22631
PE,2602308,Bonito,14240,14755,13806,11358
PE,2602407,Brejão,5436,5699,5792,5280
PE,2602506,Brejinho,5018,4889,4119,3921
PE,2602605,Brejo da Madre de Deus,13042,13396,10459,10056
PE,2602704,Buenos Aires,7024,5599,5235,4620
PE,2602803,Buíque,26732,28697,31350,30910
PE,2602902,Cabo de Santo Agostinho,15709,18491,19071,17242
PE,2603009,Cabrobó,10210,10972,11155,11075
PE,2603108,Cachoeirinha,4371,4958,4280,3614
PE,2603207,Caetés,15233,18629,18373,19057
PE,2603306,Calçado,7436,8444,7638,7315
PE,2603405,Calumbi,5217,5165,5499,3468
PE,2603454,Camaragibe,,,,0
PE,2603504,Camocim de São Félix,2821,3938,2566,2777
PE,2603603,Camutanga,1824,1828,1315,1622
PE,2603702,Canhotinho,11368,12659,10151,10415
PE,2603801,Capoeiras,15019,14713,13603,13330
PE,2603900,Carnaíba,12761,11136,11276,10950
PE,2603926,Carnaubeira da Penha,9788,9282,10026,9800
PE,2604007,Carpina,2840,2805,1910,2802
PE,2604106,Caruaru,32780,36227,,35323
PE,2604155,Casinhas,,11920,12560,12062
PE,2604205,Catende,8294,7806,7766,8959
PE,2604304,Cedro,4167,4534,4468,4487
PE,2604403,Chã de Alegria,4976,3020,3172,2839
PE,2604502,Chã Grande,7847,6671,5760,6445
PE,2604601,Condado,2713,3324,1901,1645
PE,2604700,Correntes,8645,8200,7418,7090
PE,2604809,Cortês,4681,4238,3303,4551
PE,2604908,Cumaru,15859,20691,10075,9144
PE,2605004,Cupira,6003,4298,3367,2603
PE,2605103,Custódia,12993,13324,13152,12139
PE,2605152,Dormentes,10440,10576,10676,10913
PE,2605202,Escada,15048,11745,10376,9553
PE,2605301,Exu,19273,20904,17485,15333
PE,2605400,Feira Nova,7090,6701,4759,4258
PE,2605459,Fernando de Noronha,,,,0
PE,2605509,Ferreiros,3651,3770,2248,2268
PE,2605608,Flores,15365,12684,12650,12805
PE,2605707,Floresta,9276,9182,9364,9312
PE,2605806,Frei Miguelinho,10600,10614,11178,10904
PE,2605905,Gameleira,6991,7340,7216,8408
PE,2606002,Garanhuns,13641,14314,14861,14052
PE,2606101,Glória do Goitá,18208,15012,13168,13585
PE,2606200,Goiana,24986,27646,16560,17619
PE,2606309,Granito,4427,4509,3857,3677
PE,2606408,Gravatá,12195,11710,9659,8073
PE,2606507,Iati,10699,11083,10679,10642
PE,2606606,Ibimirim,11518,10844,12911,12059
PE,2606705,Ibirajuba,5240,5010,4712,4394
PE,2606804,Igarassu,19888,6538,8201,8090
PE,2606903,Iguaraci,6489,6178,6220,5669
PE,2607000,Inajá,15325,6801,6619,11123
PE,2607109,Ingazeira,2709,2439,2216,2040
PE,2607208,Ipojuca,18051,18971,21678,20918
PE,2607307,Ipubi,10393,9603,9273,10842
PE,2607406,Itacuruba,697,436,420,661
PE,2607505,Itaíba,19770,18064,17759,16568
PE,2607604,Itamaracá,2589,2928,3671,4891
PE,2607653,Itambé,8966,8657,6389,5974
PE,2607703,Itapetim,7855,7175,6133,5455
PE,2607752,Itapissuma,3109,3786,5394,5449
PE,2607802,Itaquitinga,3907,4171,3731,3628
PE,2607901,Jaboatão dos Guararapes,72302,13082,,14025
PE,2607950,Jaqueira,,5749,4812,4419
PE,2608008,Jataúba,10135,8025,6913,6635
PE,2608057,Jatobá,,7736,8067,7881
PE,2608107,João Alfredo,16890,16727,15478,15723
PE,2608206,Joaquim Nabuco,5288,6308,4626,4269
PE,2608255,Jucati,6593,7418,7976,7776
PE,2608305,Jupi,6407,6544,6600,5349
PE,2608404,Jurema,5873,6107,6136,5788
PE,2608453,Lagoa do Carro,4076,5023,4045,4375
PE,2608503,Lagoa do Itaenga,4675,4827,2910,3541
PE,2608602,Lagoa do Ouro,7112,6429,6252,6103
PE,2608701,Lagoa dos Gatos,8225,8640,7655,6974
PE,2608750,Lagoa Grande,,10486,11585,12344
PE,2608800,Lajedo,11015,9678,9717,10233
PE,2608909,Limoeiro,14326,13910,12467,10879
PE,2609006,Macaparana,9853,8976,8506,9092
PE,2609105,Machados,4780,4352,3531,5142
PE,2609154,Manari,,10741,13279,14265
PE,2609204,Maraial,9232,6080,3642,3671
PE,2609303,Mirandiba,6817,6747,6331,7167
PE,2609402,Moreno,7899,10911,6423,6499
PE,2609501,Nazaré da Mata,5225,4550,3334,3614
PE,2609600,Olinda,,7348,,7447
PE,2609709,Orobó,16765,16888,14552,14645
PE,2609808,Orocó,7298,7252,8773,8563
PE,2609907,Ouricuri,34452,30125,31990,31762
PE,2610004,Palmares,12640,12338,12053,12640
PE,2610103,Palmeirina,4881,4746,3498,3011
PE,2610202,Panelas,16591,15023,12656,11681
PE,2610301,Paranatama,10953,8701,9648,8760
PE,2610400,Parnamirim,11650,11966,11619,11847
PE,2610509,Passira,16375,16806,14811,14683
PE,2610608,Paudalho,8154,10706,12507,15025
PE,2610707,Paulista,4119,,,0
PE,2610806,Pedra,10081,9977,8346,8946
PE,2610905,Pesqueira,16597,16730,17489,17805
PE,2611002,Petrolândia,13367,7721,9204,8871
PE,2611101,Petrolina,48806,52259,,74747
PE,2611200,Poção,4660,4819,4320,4254
PE,2611309,Pombos,9531,9372,7431,8035
PE,2611408,Primavera,4890,4836,4096,4860
PE,2611507,Quipapá,9373,11260,12025,12373
PE,2611533,Quixaba,5364,4817,4417,4244
PE,2611606,Recife,,,,0
PE,2611705,Riacho das Almas,11977,12019,10140,10400
PE,2611804,Ribeirão,11111,11803,8014,10436
PE,2611903,Rio Formoso,20847,12415,8112,8778
PE,2612000,Sairé,9678,8001,6100,4935
PE,2612109,Salgadinho,3885,4888,5549,6250
PE,2612208,Salgueiro,11647,11680,11324,10916
PE,2612307,Saloá,10836,9865,8144,7641
PE,2612406,Sanharó,8334,8266,7430,9455
PE,2612455,Santa Cruz,8871,8403,9549,9147
PE,2612471,Santa Cruz da Baixa Verde,7280,6746,7010,6491
PE,2612505,Santa Cruz do Capibaribe,4046,1822,1867,1988
PE,2612554,Santa Filomena,,10422,11420,11145
PE,2612604,Santa Maria da Boa Vista,27382,22910,25395,24559
PE,2612703,Santa Maria do Cambucá,9415,9478,9346,9746
PE,2612802,Santa Terezinha,4595,4383,4224,4115
PE,2612901,São Benedito do Sul,5662,5206,4191,6783
PE,2613008,São Bento do Una,23097,22054,22248,25343
PE,2613107,São Caitano,10856,10927,9199,8195
PE,2613206,São João,12334,12600,12245,11656
PE,2613305,São Joaquim do Monte,9171,8488,7399,6366
PE,2613404,São José da Coroa Grande,5229,4455,4810,4744
PE,2613503,São José do Belmonte,18102,16889,17429,16449
PE,2613602,São José do Egito,11990,11773,10852,10869
PE,2613701,São Lourenço da Mata,10978,6859,5579,6118
PE,2613800,São Vicente Ferrer,7105,7098,5825,5799
PE,2613909,Serra Talhada,23113,21307,19531,17957
PE,2614006,Serrita,13084,13429,12416,11975
PE,2614105,Sertânia,14178,14610,17013,15230
PE,2614204,Sirinhaém,19444,19400,17115,18812
PE,2614303,Moreilândia,8803,5530,4157,4294
PE,2614402,Solidão,4246,4229,4164,3913
PE,2614501,Surubim,27724,17186,14308,14479
PE,2614600,Tabira,8403,8121,7452,6658
PE,2614709,Tacaimbó,6453,7002,5519,5640
PE,2614808,Tacaratu,10384,9854,11562,12876
PE,2614857,Tamandaré,,5733,5587,5545
PE,2615003,Taquaritinga do Norte,7944,7735,6043,6942
PE,2615102,Terezinha,5070,4420,4115,3877
PE,2615201,Terra Nova,3507,3549,4268,4264
PE,2615300,Timbaúba,14188,12871,8424,7458
PE,2615409,Toritama,1276,1673,1117,1429
PE,2615508,Tracunhaém,4100,2952,2036,2086
PE,2615607,Trindade,4405,4735,4925,3652
PE,2615706,Triunfo,9218,8574,7996,7062
PE,2615805,Tupanatinga,14068,14381,11996,15891
PE,2615904,Tuparetama,2254,1960,1886,1574
PE,2616001,Venturosa,5550,5412,6025,5709
PE,2616100,Verdejante,6486,6546,7106,6450
PE,2616183,Vertente do Lério,7348,7028,5820,6060
PE,2616209,Vertentes,7770,8654,8768,5281
PE,2616308,Vicência,16828,18318,16216,16927
PE,2616407,Vitória de Santo Antão,19652,18267,17305,16545
PE,2616506,Xexéu,6291,5740,5155,4923
PE,2699919,Muribeca,,,,
PE,2699929,Nossa Senhora do Ó de Goyanna,,,,
PE,2699939,Cimbres,,,,
PI,2200053,Acauã,,4472,5134,5848
PI,2200103,Agricolândia,1880,1398,1056,1496
PI,2200202,Água Branca,4962,1442,1606,1912
PI,2200251,Alagoinha do Piauí,5524,4920,5002,4672
PI,2200277,Alegrete do Piauí,2101,2051,1972,2316
PI,2200301,Alto Longá,11654,6396,7436,6932
PI,2200400,Altos,14674,12923,11470,11434
PI,2200459,Alvorada do Gurguéia,,2732,3145,3201
PI,2200509,Amarante,8155,7968,8380,8363
PI,2200608,Angical do Piauí,1804,1723,1587,1458
PI,2200707,Anísio de Abreu,7051,3818,4368,4595
PI,2200806,Antônio Almeida,2604,935,859,815
PI,2200905,Aroazes,3911,2854,2597,2349
PI,2200954,Aroeiras de Itaim,,,2400,2202
PI,2201002,Arraial,3462,2414,2324,2255
PI,2201051,Assunção do Piauí,,4101,4442,4125
PI,2201101,Avelino Lopes,8602,4507,5166,4353
PI,2201150,Baixa Grande do Ribeiro,4676,4123,4666,4029
PI,2201176,Barra D'Alcântara,,2492,1820,1820
PI,2201200,Barras,27765,22082,22329,22724
PI,2201309,Barreiras do Piauí,2751,1516,1480,1359
PI,2201408,Barro Duro,2170,1758,1796,1818
PI,2201507,Batalha,14855,16197,17244,16167
PI,2201556,Bela Vista do Piauí,,2205,2201,2535
PI,2201572,Belém do Piauí,,1550,1502,1681
PI,2201606,Beneditinos,6334,4498,4008,3650
PI,2201705,Bertolínia,4712,1580,1465,1425
PI,2201739,Betânia do Piauí,,7611,7850,4337
PI,2201770,Boa Hora,,4147,4718,4772
PI,2201804,Bocaina,2651,2715,2346,2623
PI,2201903,Bom Jesus,9037,4963,5151,5006
PI,2201919,Bom Princípio do Piauí,3725,3409,3693,3650
PI,2201929,Bonfim do Piauí,4189,3722,3787,3758
PI,2201945,Boqueirão do Piauí,,3690,3819,3527
PI,2201960,Brasileira,5627,4440,4423,4483
PI,2201988,Brejo do Piauí,,2792,1885,2424
PI,2202000,Buriti dos Lopes,20223,9266,9511,8780
PI,2202026,Buriti dos Montes,4387,5439,5696,5553
PI,2202059,Cabeceiras do Piauí,7144,7109,7802,8271
PI,2202075,Cajazeiras do Piauí,,1801,2187,2231
PI,2202083,Cajueiro da Praia,,3921,4406,4464
PI,2202091,Caldeirão Grande do Piauí,4347,4170,4059,4009
PI,2202109,Campinas do Piauí,3810,3597,3711,3601
PI,2202117,Campo Alegre do Fidalgo,,4041,3524,3469
PI,2202133,Campo Grande do Piauí,,3702,4126,4023
PI,2202174,Campo Largo do Piauí,,4699,5313,5373
PI,2202208,Campo Maior,27678,11198,12265,11656
PI,2202251,Canavieira,2742,2260,2137,2183
PI,2202307,Canto do Buriti,17402,8217,10197,8890
PI,2202406,Capitão de Campos,5003,4395,4605,4606
PI,2202455,Capitão Gervásio Oliveira,,3075,3016,2716
PI,2202505,Caracol,8980,5027,6520,6184
PI,2202539,Caraúbas do Piauí,,4174,4490,4553
PI,2202554,Caridade do Piauí,,2971,3072,3247
PI,2202604,Castelo do Piauí,13151,9097,7255,6857
PI,2202653,Caxingó,,3389,4072,4073
PI,2202703,Cocal,18821,13503,15124,14016
PI,2202711,Cocal de Telha,,2014,1889,1858
PI,2202729,Cocal dos Alves,,3821,3728,3790
PI,2202737,Coivaras,2691,2632,2708,2638
PI,2202752,Colônia do Gurguéia,1115,1126,1165,1186
PI,2202778,Colônia do Piauí,4797,4601,4983,4789
PI,2202802,Conceição do Canindé,6144,2319,2473,2112
PI,2202851,Coronel José Dias,3152,3402,2981,3050
PI,2202901,Corrente,13474,10674,10428,9714
PI,2203008,Cristalândia do Piauí,4086,4184,4707,4886
PI,2203107,Cristino Castro,5594,3099,2673,2719
PI,2203206,Curimatá,9060,4251,4381,3677
PI,2203230,Currais,,3531,3651,3780
PI,2203255,Curralinhos,,2844,2890,2852
PI,2203271,Curral Novo do Piauí,,3170,3632,3490
PI,2203305,Demerval Lobão,4344,2235,2433,2405
PI,2203354,Dirceu Arcoverde,4562,4211,4511,4306
PI,2203404,Dom Expedito Lopes,2480,2619,3131,2997
PI,2203420,Domingos Mourão,3527,3334,3292,3306
PI,2203453,Dom Inocêncio,8344,8053,8295,7227
PI,2203503,Elesbão Veloso,5531,4869,4537,4388
PI,2203602,Eliseu Martins,1556,1387,907,844
PI,2203701,Esperantina,16954,13346,14284,14609
PI,2203750,Fartura do Piauí,3677,3790,3894,3738
PI,2203800,Flores do Piauí,2674,2619,2594,2379
PI,2203859,Floresta do Piauí,,1830,1699,1621
PI,2203909,Floriano,8031,7907,8128,7720
PI,2204006,Francinópolis,2158,2132,2177,1960
PI,2204105,Francisco Ayres,2929,2861,2594,2323
PI,2204154,Francisco Macedo,,1698,1394,1720
PI,2204204,Francisco Santos,3081,3689,4733,4613
PI,2204303,Fronteiras,4500,4266,4324,3829
PI,2204352,Geminiano,,3951,4194,4259
PI,2204402,Gilbués,6914,5708,5313,4411
PI,2204501,Guadalupe,980,712,620,426
PI,2204550,Guaribas,,3916,3065,3126
PI,2204600,Hugo Napoleão,685,758,785,673
PI,2204659,Ilha Grande,,1385,1353,1469
PI,2204709,Inhuma,7334,7812,8033,7566
PI,2204808,Ipiranga do Piauí,3501,3505,3932,3581
PI,2204907,Isaías Coelho,5902,5965,6000,6356
PI,2205003,Itainópolis,10340,7809,8469,8579
PI,2205102,Itaueira,5464,5222,5242,4729
PI,2205151,Jacobina do Piauí,3927,4839,4711,4698
PI,2205201,Jaicós,17977,8484,9015,9527
PI,2205250,Jardim do Mulato,3007,2821,3028,3126
PI,2205276,Jatobá do Piauí,,3657,3597,3768
PI,2205300,Jerumenha,1974,1921,1919,1921
PI,2205359,João Costa,,2572,2458,2259
PI,2205409,Joaquim Pires,11739,9406,9681,9561
PI,2205458,Joca Marques,,3161,3775,3423
PI,2205508,José de Freitas,14225,14748,15154,15484
PI,2205516,Juazeiro do Piauí,,3553,3421,3278
PI,2205524,Júlio Borges,,3930,4010,3755
PI,2205532,Jurema,,3549,3768,3651
PI,2205540,Lagoinha do Piauí,,1198,974,1074
PI,2205557,Lagoa Alegre,4559,4512,5057,4966
PI,2205565,Lagoa do Barro do Piauí,5092,3608,3572,3529
PI,2205573,Lagoa de São Francisco,,4111,4475,4330
PI,2205581,Lagoa do Piauí,,2549,2231,2191
PI,2205599,Lagoa do Sítio,,2548,3359,3127
PI,2205607,Landri Sales,1463,1727,1707,1324
PI,2205706,Luís Correia,19683,13956,14978,15761
PI,2205805,Luzilândia,22441,10589,11030,11453
PI,2205854,Madeiro,,4227,4541,4452
PI,2205904,Manoel Emídio,3429,2585,2683,1898
PI,2205953,Marcolândia,1444,1430,1564,1105
PI,2206001,Marcos Parente,1636,1225,674,611
PI,2206050,Massapê do Piauí,,5217,5550,5284
PI,2206100,Matias Olímpio,8863,5517,6251,5677
PI,2206209,Miguel Alves,19249,20240,21761,21578
PI,2206308,Miguel Leão,701,621,359,391
PI,2206357,Milton Brandão,,5291,5344,5068
PI,2206407,Monsenhor Gil,7302,5432,5095,5024
PI,2206506,Monsenhor Hipólito,3896,4134,4071,3906
PI,2206605,Monte Alegre do Piauí,6993,7558,7571,7364
PI,2206654,Morro Cabeça no Tempo,,3722,2970,2664
PI,2206670,Morro do Chapéu do Piauí,,4277,4230,4201
PI,2206696,Murici dos Portelas,,5373,6087,6775
PI,2206704,Nazaré do Piauí,4524,4474,4271,3818
PI,2206720,Nazária,,,,6416
PI,2206753,Nossa Senhora de Nazaré,,2783,2798,3193
PI,2206803,Nossa Senhora dos Remédios,4031,4509,5066,4513
PI,2206902,Novo Oriente do Piauí,3941,3427,3326,3218
PI,2206951,Novo Santo Antônio,,2848,2651,2344
PI,2207009,Oeiras,19503,14281,14335,13643
PI,2207108,Olho D'Água do Piauí,,1340,1621,1562
PI,2207207,Padre Marcos,11596,4625,4596,4305
PI,2207306,Paes Landim,2855,1860,1994,1683
PI,2207355,Pajeú do Piauí,,1709,2204,1937
PI,2207405,Palmeira do Piauí,3798,3785,3401,3229
PI,2207504,Palmeirais,8277,7773,8628,8403
PI,2207553,Paquetá,,3888,3972,3590
PI,2207603,Parnaguá,9920,5293,5077,4937
PI,2207702,Parnaíba,19299,7294,8248,8220
PI,2207751,Passagem Franca do Piauí,2305,1881,1969,2064
PI,2207777,Patos do Piauí,4579,4434,4611,4416
PI,2207793,Pau D'Arco do Piauí,,,3307,3201
PI,2207801,Paulistana,19620,7590,7120,9129
