Sigla,Code,Munic,1996,2000,2007,2010
MA,2106201,Luís Domingues,4656,4693,5663,5503
MA,2106300,Magalhães de Almeida,5826,6279,7292,8963
MA,2106326,Maracaçumé,,12691,14476,15829
MA,2106359,Marajá do Sena,,725,976,1158
MA,2106375,Maranhãozinho,,5114,7699,9020
MA,2106409,Mata Roma,4071,5235,6306,7132
MA,2106508,Matinha,5928,6905,7831,8883
MA,2106607,Matões,7792,9479,11764,13635
MA,2106631,Matões do Norte,,2174,3334,4679
MA,2106672,Milagres do Maranhão,,1399,1671,1760
MA,2106706,Mirador,6018,6992,7953,9373
MA,2106755,Miranda do Norte,12538,13611,14951,19519
MA,2106805,Mirinzal,6504,7812,8695,9031
MA,2106904,Monção,7449,9002,10345,11759
MA,2107001,Montes Altos,3044,4825,4834,5126
MA,2107100,Morros,4178,4946,5303,6720
MA,2107209,Nina Rodrigues,2648,3363,3743,4439
MA,2107258,Nova Colinas,,1637,1963,2210
MA,2107308,Nova Iorque,2379,2597,2913,2876
MA,2107357,Nova Olinda do Maranhão,,9398,10955,11862
MA,2107407,Olho d'Água das Cunhãs,8701,8441,8798,9592
MA,2107456,Olinda Nova do Maranhão,,3415,5055,5981
MA,2107506,Paço do Lumiar,1095,1188,1837,78811
MA,2107605,Palmeirândia,2986,3208,3432,3459
MA,2107704,Paraibano,12924,12827,14973,15746
MA,2107803,Parnarama,9733,11007,12248,13530
MA,2107902,Passagem Franca,6382,7012,9612,10464
MA,2108009,Pastos Bons,8087,9160,11176,12307
MA,2108058,Paulino Neves,,3413,3260,4654
MA,2108108,Paulo Ramos,7690,8627,8680,10825
MA,2108207,Pedreiras,44112,31732,32011,32937
MA,2108256,Pedro do Rosário,,2937,4821,5890
MA,2108306,Penalva,9322,12624,13997,16593
MA,2108405,Peri Mirim,2904,3153,3346,3668
MA,2108454,Peritoró,,6527,7442,7752
MA,2108504,Pindaré-Mirim,18725,20941,22063,22417
MA,2108603,Pinheiro,37004,38186,41467,46487
MA,2108702,Pio XII,11221,12944,12372,12459
MA,2108801,Pirapemas,13861,8546,9128,11146
MA,2108900,Poção de Pedras,8007,9864,7984,8378
MA,2109007,Porto Franco,10640,12618,14193,16866
MA,2109056,Porto Rico do Maranhão,,2542,2715,2411
MA,2109106,Presidente Dutra,24709,27505,28290,32000
MA,2109205,Presidente Juscelino,2133,2715,4067,4120
MA,2109239,Presidente Médici,,3377,3953,3904
MA,2109270,Presidente Sarney,,3242,3906,4288
MA,2109304,Presidente Vargas,3599,3744,4195,4581
MA,2109403,Primeira Cruz,5706,3759,4032,4289
MA,2109452,Raposa,,11370,15916,16675
MA,2109502,Riachão,7729,9676,9957,10205
MA,2109551,Ribamar Fiquene,,2744,3475,3677
MA,2109601,Rosário,19975,21765,21936,23252
MA,2109700,Sambaíba,1848,2295,3019,2836
MA,2109759,Santa Filomena do Maranhão,,1623,1905,2293
MA,2109809,Santa Helena,13766,15105,14899,19578
MA,2109908,Santa Inês,58235,63030,71280,73197
MA,2110005,Santa Luzia,19450,21264,22236,25789
MA,2110039,Santa Luzia do Paruá,8953,10676,11408,12591
MA,2110104,Santa Quitéria do Maranhão,7680,11499,13177,14141
MA,2110203,Santa Rita,7211,9666,15243,14915
MA,2110237,Santana do Maranhão,,1340,1768,1842
MA,2110278,Santo Amaro do Maranhão,,2775,3241,3630
MA,2110302,Santo Antônio dos Lopes,4909,5337,5645,5732
MA,2110401,São Benedito do Rio Preto,6825,9173,10400,11049
MA,2110500,São Bento,16114,16760,21693,23508
MA,2110609,São Bernardo,6911,8764,11157,11800
MA,2110658,São Domingos do Azeitão,,4079,4560,4961
MA,2110708,São Domingos do Maranhão,14012,15980,16379,17313
MA,2110807,São Félix de Balsas,1234,1283,1366,1628
MA,2110856,São Francisco do Brejão,,3833,4108,4836
MA,2110906,São Francisco do Maranhão,2612,3205,3726,4104
MA,2111003,São João Batista,3144,3549,3945,5344
MA,2111029,São João do Carú,,3155,4639,6323
MA,2111052,São João do Paraíso,,3829,5065,5276
MA,2111078,São João do Soter,,4442,6093,6646
MA,2111102,São João dos Patos,17827,18817,19226,20567
MA,2111201,São José de Ribamar,26725,27245,52699,37709
MA,2111250,São José dos Basílios,,2713,3040,3006
MA,2111300,São Luís,762172,837584,917155,958522
MA,2111409,São Luís Gonzaga do Maranhão,6215,7722,7067,7896
MA,2111508,São Mateus do Maranhão,23548,25970,27723,28712
MA,2111532,São Pedro da Água Branca,,9459,9853,10712
MA,2111573,São Pedro dos Crentes,,1692,2113,2437
MA,2111607,São Raimundo das Mangabeiras,9106,9720,11399,12533
MA,2111631,São Raimundo do Doca Bezerra,,1486,1628,1731
MA,2111672,São Roberto,,2463,2432,2845
MA,2111706,São Vicente Ferrer,2580,3977,5082,5431
MA,2111722,Satubinha,,2263,2656,3634
MA,2111748,Senador Alexandre Costa,,4944,5653,6164
MA,2111763,Senador La Rocque,,7965,8712,8739
MA,2111789,Serrano do Maranhão,,2918,3578,4227
MA,2111805,Sítio Novo,4035,4249,4355,5139
MA,2111904,Sucupira do Norte,3335,3832,4678,4944
MA,2111953,Sucupira do Riachão,,2133,2866,2862
MA,2112001,Tasso Fragoso,2556,3034,3886,4648
MA,2112100,Timbiras,10909,13954,15831,17471
MA,2112209,Timon,100704,113066,127396,135133
MA,2112233,Trizidela do Vale,,14329,15521,16170
MA,2112274,Tufilândia,,2049,2398,2732
MA,2112308,Tuntum,16245,16424,17603,17927
MA,2112407,Turiaçu,7001,8489,10226,10931
MA,2112456,Turilândia,,6929,9536,10353
MA,2112506,Tutóia,10978,11589,13564,18680
MA,2112605,Urbano Santos,9611,10906,14427,17374
MA,2112704,Vargem Grande,13486,17116,23169,26687
MA,2112803,Viana,19427,22996,26038,26915
MA,2112852,Vila Nova dos Martírios,,3108,5176,6188
MA,2112902,Vitória do Mearim,11507,13492,14117,14811
MA,2113009,Vitorino Freire,13601,13594,14975,16176
MA,2114007,Zé Doca,28035,29082,27562,30864
MG,3100104,Abadia dos Dourados,3743,3927,4098,4189
MG,3100203,Abaeté,17683,19022,19504,19704
MG,3100302,Abre Campo,6352,5983,6645,7281
MG,3100401,Acaiaca,2224,2385,2508,2553
MG,3100500,Açucena,14713,4579,4515,4805
MG,3100609,Água Boa,3935,4653,6988,7035
MG,3100708,Água Comprida,1316,1353,1546,1520
MG,3100807,Aguanil,1643,1869,2241,2345
MG,3100906,Águas Formosas,13485,12594,14073,14318
MG,3101003,Águas Vermelhas,14258,8115,8838,8941
MG,3101102,Aimorés,17982,18764,19051,19700
MG,3101201,Aiuruoca,2801,3020,3132,3123
MG,3101300,Alagoa,936,1001,1083,1110
MG,3101409,Albertina,1537,1745,1963,2012
MG,3101508,Além Paraíba,28211,31028,30866,32067
MG,3101607,Alfenas,54224,62148,67162,69176
MG,3101631,Alfredo Vasconcelos,2588,3148,3831,4031
MG,3101706,Almenara,26142,27770,29981,31750
MG,3101805,Alpercata,4948,5312,5331,5660
MG,3101904,Alpinópolis,13728,13551,14319,14990
MG,3102001,Alterosa,8627,8989,9831,10002
MG,3102050,Alto Caparaó,,3329,3709,3964
MG,3102100,Alto Rio Doce,4820,4912,4825,5070
MG,3102209,Alvarenga,2075,2023,2240,2119
MG,3102308,Alvinópolis,9679,10804,11063,11433
MG,3102407,Alvorada de Minas,1081,1129,1269,1450
MG,3102506,Amparo do Serra,2403,2506,2591,2642
MG,3102605,Andradas,21306,24087,26450,28026
MG,3102704,Cachoeira de Pajeú,3255,3135,4686,4461
MG,3102803,Andrelândia,9021,9557,9391,9810
MG,3102852,Angelândia,,3226,3953,4036
MG,3102902,Antônio Carlos,4121,5931,6808,7826
MG,3103009,Antônio Dias,3561,4450,4308,4672
MG,3103108,Antônio Prado de Minas,844,977,1233,1003
MG,3103207,Araçaí,1688,1761,1817,1783
MG,3103306,Aracitaba,1528,1454,1394,1641
MG,3103405,Araçuaí,18580,20461,22400,23435
MG,3103504,Araguari,88435,92748,99439,102583
MG,3103603,Arantina,2493,2662,2344,2633
MG,3103702,Araponga,1940,2541,2784,3041
MG,3103751,Araporã,1303,4821,5703,5898
MG,3103801,Arapuá,1642,1716,1946,2088
MG,3103900,Araújos,4761,5080,6200,6812
MG,3104007,Araxá,72777,77743,86320,92284
MG,3104106,Arceburgo,5653,6482,6814,8179
MG,3104205,Arcos,25886,29343,31803,33961
MG,3104304,Areado,8980,9790,10944,11525
MG,3104403,Argirita,2027,2152,2078,2192
MG,3104452,Aricanduva,,1060,1510,1695
MG,3104502,Arinos,10038,10137,10817,10854
MG,3104601,Astolfo Dutra,9683,10342,11260,11882
MG,3104700,Ataléia,7534,7561,7121,7199
MG,3104809,Augusto de Lima,1732,2459,2563,2924
MG,3104908,Baependi,11138,11987,12734,13247
MG,3105004,Baldim,4451,4818,5039,5067
MG,3105103,Bambuí,16437,17672,18081,19325
MG,3105202,Bandeira,1936,2341,2493,2377
MG,3105301,Bandeira do Sul,3896,4124,4522,4870
MG,3105400,Barão de Cocais,20223,21307,23992,25786
MG,3105509,Barão de Monte Alto,3736,4027,3823,4117
MG,3105608,Barbacena,88336,103669,112563,115568
MG,3105707,Barra Longa,2453,2244,2391,2313
MG,3105905,Barroso,17803,17731,18799,18979
MG,3106002,Bela Vista de Minas,9500,9240,9334,9378
MG,3106101,Belmiro Braga,1151,950,1068,1099
MG,3106200,Belo Horizonte,2080068,2238526,,2375151
MG,3106309,Belo Oriente,14391,16217,17892,19682
MG,3106408,Belo Vale,2495,3136,3103,3295
MG,3106507,Berilo,3269,3031,3689,3888
MG,3106606,Bertópolis,4410,2444,2521,2731
MG,3106655,Berizal,,2067,2385,2485
MG,3106705,Betim,236483,298258,,375331
MG,3106804,Bias Fortes,1620,1641,1603,1499
MG,3106903,Bicas,10452,11498,12637,12957
MG,3107000,Biquinhas,1559,1644,1572,1639
MG,3107109,Boa Esperança,27452,30392,31200,32191
MG,3107208,Bocaina de Minas,2137,2205,2415,2396
MG,3107307,Bocaiúva,32394,32446,34999,36600
MG,3107406,Bom Despacho,34298,37221,39494,42963
MG,3107505,Bom Jardim de Minas,5508,5687,5637,5576
MG,3107604,Bom Jesus da Penha,2082,2293,2562,2825
MG,3107703,Bom Jesus do Amparo,1956,2025,2555,2516
MG,3107802,Bom Jesus do Galho,7105,9294,9652,10024
MG,3107901,Bom Repouso,4924,5364,5548,5679
MG,3108008,Bom Sucesso,13193,13659,14024,14194
MG,3108107,Bonfim,2381,2556,2878,3332
MG,3108206,Bonfinópolis de Minas,7775,4202,3963,4137
MG,3108255,Bonito de Minas,,1420,1834,2209
MG,3108305,Borda da Mata,9881,11202,12121,13718
MG,3108404,Botelhos,9985,10544,10786,11366
MG,3108503,Botumirim,2861,3306,3377,3470
MG,3108552,Brasilândia de Minas,,9212,10912,12372
MG,3108602,Brasília de Minas,20601,17580,18833,20675
MG,3108701,Brás Pires,1660,1805,2065,2223
MG,3108800,Braúnas,1291,1276,1484,1593
MG,3108909,Brasópolis,7560,7694,7725,7891
MG,3109006,Brumadinho,14109,19373,26617,28642
MG,3109105,Bueno Brandão,5061,5241,5488,5674
MG,3109204,Buenópolis,6523,7440,7061,7767
MG,3109253,Bugre,,1298,1331,1531
MG,3109303,Buritis,11895,13868,14994,16100
MG,3109402,Buritizeiro,18706,21804,22792,23630
MG,3109451,Cabeceira Grande,,4579,5296,5297
MG,3109501,Cabo Verde,5976,6520,7352,7627
MG,3109600,Cachoeira da Prata,3511,3549,3567,3528
MG,3109709,Cachoeira de Minas,5235,5795,6638,7064
MG,3109808,Cachoeira Dourada,1858,1993,2139,2225
MG,3109907,Caetanópolis,6405,7400,8064,8389
MG,3110004,Caeté,29992,31656,33692,35436
MG,3110103,Caiana,1491,1751,1766,2618
MG,3110202,Cajuri,1980,2287,2256,2096
MG,3110301,Caldas,6855,7232,7873,7739
MG,3110400,Camacho,1237,1302,1411,1458
MG,3110509,Camanducaia,11727,14262,14333,15469
MG,3110608,Cambuí,14815,17683,20059,22359
MG,3110707,Cambuquira,9685,10023,10192,10457
MG,3110806,Campanário,2417,2426,2723,2651
MG,3110905,Campanha,10968,11735,13011,13326
MG,3111002,Campestre,9194,10372,10927,10959
MG,3111101,Campina Verde,13292,13411,13333,14433
MG,3111150,Campo Azul,,1322,1486,1551
MG,3111200,Campo Belo,43521,45592,48103,48626
MG,3111309,Campo do Meio,9379,10039,10125,10059
MG,3111408,Campo Florido,2820,3140,4552,5208
MG,3111507,Campos Altos,10677,11619,12401,12913
MG,3111606,Campos Gerais,14157,17739,18863,19156
MG,3111705,Canaã,1317,1419,1751,1859
MG,3111804,Canápolis,7870,9010,9998,10180
MG,3111903,Cana Verde,3252,3191,3891,4068
MG,3112000,Candeias,8522,9172,10304,10206
MG,3112059,Cantagalo,,1979,2252,2479
MG,3112109,Caparaó,3926,1806,1889,2006
MG,3112208,Capela Nova,2037,2066,2057,2132
MG,3112307,Capelinha,19730,20066,23005,24753
MG,3112406,Capetinga,5852,5909,6018,5919
MG,3112505,Capim Branco,6295,7146,7985,8090
MG,3112604,Capinópolis,13443,13140,14146,14302
MG,3112653,Capitão Andrade,2359,2624,3404,3573
MG,3112703,Capitão Enéas,9551,9967,11386,11520
MG,3112802,Capitólio,5076,5658,6024,6502
MG,3112901,Caputira,3004,3434,3716,3779
MG,3113008,Caraí,5913,6701,6866,7191
MG,3113107,Caranaíba,1092,1176,1215,1176
MG,3113206,Carandaí,14909,15781,16980,18205
MG,3113305,Carangola,24122,24740,25413,26059
MG,3113404,Caratinga,63931,62338,67934,70474
MG,3113503,Carbonita,5594,5562,7145,6738
MG,3113602,Careaçu,3915,4248,4533,4702
MG,3113701,Carlos Chagas,14614,14190,13289,12964
MG,3113800,Carmésia,1095,1155,1276,1311
MG,3113909,Carmo da Cachoeira,6484,7527,8476,8966
MG,3114006,Carmo da Mata,7222,7668,8387,8610
MG,3114105,Carmo de Minas,5532,7730,8835,10189
MG,3114204,Carmo do Cajuru,12352,14122,16198,17340
MG,3114303,Carmo do Paranaíba,22097,24276,25658,25200
MG,3114402,Carmo do Rio Claro,12254,13320,13851,14362
MG,3114501,Carmópolis de Minas,8617,9075,10593,11821
MG,3114550,Carneirinho,5314,5515,6200,6975
MG,3114600,Carrancas,1899,2263,2517,2612
MG,3114709,Carvalhópolis,1872,2137,2311,2459
MG,3114808,Carvalhos,2510,2532,2409,2437
MG,3114907,Casa Grande,915,1013,1048,1122
MG,3115003,Cascalho Rico,1033,1182,1050,1796
MG,3115102,Cássia,13151,13842,14176,14221
MG,3115201,Conceição da Barra de Minas,2585,2674,2716,2793
MG,3115300,Cataguases,58154,60482,64080,66780
MG,3115359,Catas Altas,,2970,3952,4240
MG,3115409,Catas Altas da Noruega,1044,1130,1306,1429
MG,3115458,Catuji,1448,1574,1546,1692
MG,3115474,Catuti,,2900,3039,2978
MG,3115508,Caxambu,20569,21690,20432,21252
MG,3115607,Cedro do Abaeté,1160,1140,1063,1033
MG,3115706,Central de Minas,4772,5230,5596,5594
MG,3115805,Centralina,9045,9346,9453,9314
MG,3115904,Chácara,3616,1651,1742,1903
MG,3116001,Chalé,2347,2511,2643,2784
MG,3116100,Chapada do Norte,3951,4863,5200,5694
MG,3116159,Chapada Gaúcha,,3080,5334,5761
MG,3116209,Chiador,1336,1410,1449,1486
MG,3116308,Cipotânea,2146,2418,2892,3014
MG,3116407,Claraval,1766,2061,2342,2530
MG,3116506,Claro dos Poções,4321,5057,5406,5251
MG,3116605,Cláudio,13453,17189,19254,21154
MG,3116704,Coimbra,3330,3488,4824,5156
MG,3116803,Coluna,2843,3379,3671,3814
MG,3116902,Comendador Gomes,1045,1174,1389,1508
MG,3117009,Comercinho,2564,3340,3339,3547
MG,3117108,Conceição da Aparecida,5444,5608,5926,6199
MG,3117207,Conceição das Pedras,1073,1140,1392,1509
MG,3117306,Conceição das Alagoas,12977,14410,19146,20880
MG,3117405,Conceição de Ipanema,1462,1421,1425,1523
MG,3117504,Conceição do Mato Dentro,10241,10636,11640,12269
MG,3117603,Conceição do Pará,1619,1722,1828,2015
MG,3117702,Conceição do Rio Verde,9175,10594,11009,11454
MG,3117801,Conceição dos Ouros,4189,6477,7658,8123
MG,3117836,Cônego Marinho,,764,1537,1915
MG,3117876,Confins,,3126,3677,5936
MG,3117900,Congonhal,4988,6122,7115,7755
MG,3118007,Congonhas,32061,39458,43486,47236
MG,3118106,Congonhas do Norte,1478,2225,2481,2598
MG,3118205,Conquista,4998,4747,5243,5671
MG,3118304,Conselheiro Lafaiete,88193,99515,106324,111266
MG,3118403,Conselheiro Pena,21506,16611,17175,17601
MG,3118502,Consolação,883,850,910,950
MG,3118601,Contagem,453884,533330,,601400
MG,3118700,Coqueiral,5769,6118,6217,6588
MG,3118809,Coração de Jesus,15402,13948,14224,14766
MG,3118908,Cordisburgo,5568,5688,5944,5961
MG,3119005,Cordislândia,2428,2704,2837,2757
MG,3119104,Corinto,20450,21450,20277,21194
MG,3119203,Coroaci,4179,4695,5172,5181
MG,3119302,Coromandel,18093,20261,21331,21665
MG,3119401,Coronel Fabriciano,91425,96255,99425,102395
MG,3119500,Coronel Murta,6088,6477,6606,6693
MG,3119609,Coronel Pacheco,1661,1802,1669,2145
MG,3119708,Coronel Xavier Chaves,1471,1600,1777,1800
MG,3119807,Córrego Danta,2165,2161,2068,2088
MG,3119906,Córrego do Bom Jesus,1326,1388,1388,2049
MG,3119955,Córrego Fundo,,3353,4106,4430
MG,3120003,Córrego Novo,4749,2142,2061,2038
MG,3120102,Couto de Magalhães de Minas,3650,3621,3903,3835
MG,3120151,Crisólita,,1478,3512,3489
MG,3120201,Cristais,5607,6552,8199,8845
MG,3120300,Cristália,2111,2595,3072,3053
MG,3120409,Cristiano Otoni,3384,3626,3996,4156
MG,3120508,Cristina,5178,5490,5978,5955
MG,3120607,Crucilândia,1972,2251,2631,2979
MG,3120706,Cruzeiro da Fortaleza,2774,3136,3255,3361
MG,3120805,Cruzília,11421,12141,13192,13286
MG,3120839,Cuparaque,,3252,3561,3885
MG,3120870,Curral de Dentro,,3566,5794,5837
MG,3120904,Curvelo,53987,59197,64375,67382
MG,3121001,Datas,2676,2622,3015,3088
MG,3121100,Delfim Moreira,2612,2672,2713,3025
MG,3121209,Delfinópolis,4595,4668,4820,4846
MG,3121258,Delta,,4660,6231,7584
MG,3121308,Descoberto,3021,3251,3820,4069
MG,3121407,Desterro de Entre Rios,2719,3040,3254,3596
MG,3121506,Desterro do Melo,995,1092,1327,1390
MG,3121605,Diamantina,36244,37774,39288,40064
MG,3121704,Diogo de Vasconcelos,856,841,1033,1099
MG,3121803,Dionísio,5058,5611,7783,7165
MG,3121902,Divinésia,1331,1494,1535,2175
MG,3122009,Divino,8240,8664,9838,10796
MG,3122108,Divino das Laranjeiras,2737,2902,4060,4108
MG,3122207,Divinolândia de Minas,3259,4966,5442,5760
MG,3122306,Divinópolis,164600,177973,,207516
MG,3122355,Divisa Alegre,,4656,5594,5693
MG,3122405,Divisa Nova,4066,4338,4508,4659
MG,3122454,Divisópolis,4135,4904,6010,6403
MG,3122470,Dom Bosco,,2019,1949,2052
MG,3122504,Dom Cavati,4833,4752,4905,4607
MG,3122603,Dom Joaquim,2739,2715,2851,2922
MG,3122702,Dom Silvério,5113,3835,4003,4058
MG,3122801,Dom Viçoso,966,944,980,998
MG,3122900,Dona Eusébia,4239,4616,4934,5133
MG,3123007,Dores de Campos,6678,7170,8032,8457
MG,3123106,Dores de Guanhães,1221,1443,1742,1622
MG,3123205,Dores do Indaiá,13464,13306,12984,12614
MG,3123304,Dores do Turvo,1744,1877,1951,2030
MG,3123403,Doresópolis,920,963,1105,1132
MG,3123502,Douradoquara,1066,1133,1169,1233
MG,3123528,Durandé,1893,2987,3287,3547
MG,3123601,Elói Mendes,14904,17055,19642,20374
MG,3123700,Engenheiro Caldas,6598,7309,8498,8325
MG,3123809,Engenheiro Navarro,4620,4714,4819,4750
MG,3123858,Entre Folhas,3222,3446,3719,3889
MG,3123908,Entre Rios de Minas,7851,8390,9398,9878
MG,3124005,Ervália,6352,7560,9072,9470
MG,3124104,Esmeraldas,8096,38181,25112,56215
MG,3124203,Espera Feliz,9636,11261,12530,14174
MG,3124302,Espinosa,16003,16811,17330,18023
MG,3124401,Espírito Santo do Dourado,1427,1469,1657,1683
MG,3124500,Estiva,4190,4428,4723,4899
MG,3124609,Estrela Dalva,1790,1801,1767,1781
MG,3124708,Estrela do Indaiá,3016,2852,2940,2777
MG,3124807,Estrela do Sul,3818,5040,5367,6057
MG,3124906,Eugenópolis,5519,5662,6714,7405
MG,3125002,Ewbank da Câmara,2497,3168,3307,3459
MG,3125101,Extrema,12034,12902,22085,26023
MG,3125200,Fama,1309,1442,1457,1515
MG,3125309,Faria Lemos,2138,2277,2361,2332
MG,3125408,Felício dos Santos,1670,1994,2278,2229
MG,3125507,São Gonçalo do Rio Preto,1622,1724,1906,1954
MG,3125606,Felisburgo,4867,4546,5013,5088
MG,3125705,Felixlândia,7655,9447,10662,10922
MG,3125804,Fernandes Tourinho,1717,1725,1870,2016
MG,3125903,Ferros,4184,4628,5048,5091
MG,3125952,Fervedouro,3404,3715,4483,4764
MG,3126000,Florestal,3533,3840,4546,5504
MG,3126109,Formiga,54264,55597,58365,59487
MG,3126208,Formoso,2754,3409,4056,5173
MG,3126307,Fortaleza de Minas,2528,2652,2828,2950
MG,3126406,Fortuna de Minas,1339,1515,1642,1865
MG,3126505,Francisco Badaró,3727,2511,3042,3191
MG,3126604,Francisco Dumont,2268,2592,2928,3197
MG,3126703,Francisco Sá,12220,13191,14530,14897
MG,3126752,Franciscópolis,,2049,2213,2398
MG,3126802,Frei Gaspar,1541,1707,1867,1916
MG,3126901,Frei Inocêncio,5488,5911,6685,6764
MG,3126950,Frei Lagonegro,,396,496,618
MG,3127008,Fronteira,6408,6926,12593,13095
MG,3127057,Fronteira dos Vales,2838,2929,2953,3038
MG,3127073,Fruta de Leite,,2042,2008,2036
MG,3127107,Frutal,37253,39012,46045,46089
MG,3127206,Funilândia,1383,1592,1844,2029
MG,3127305,Galiléia,6661,5714,5465,5692
MG,3127339,Gameleiras,,855,1283,1413
MG,3127354,Glaucilândia,,763,1052,1048
MG,3127370,Goiabeira,,2116,2497,2473
MG,3127388,Goianá,,2412,2899,2969
MG,3127404,Gonçalves,942,1057,1084,1164
MG,3127503,Gonzaga,2699,2692,2897,3237
MG,3127602,Gouveia,7415,7740,7967,8229
MG,3127701,Governador Valadares,220839,236098,,253300
MG,3127800,Grão Mogol,8592,4831,5173,5391
MG,3127909,Grupiara,1193,1159,1182,1173
MG,3128006,Guanhães,18770,20938,23199,25421
MG,3128105,Guapé,5189,6287,6431,7174
MG,3128204,Guaraciaba,2359,2749,3200,3218
MG,3128253,Guaraciama,,2406,2590,3025
MG,3128303,Guaranésia,14388,15812,16356,16836
MG,3128402,Guarani,5570,6205,7154,6876
MG,3128501,Guarará,3419,3552,3573,3487
MG,3128600,Guarda-Mor,3262,3513,3474,3688
MG,3128709,Guaxupé,38694,43005,44743,46480
MG,3128808,Guidoval,4208,5304,5011,5199
MG,3128907,Guimarânia,4263,5013,5673,5924
MG,3129004,Guiricema,3569,3955,4087,4225
MG,3129103,Gurinhatã,2770,2834,2639,2692
MG,3129202,Heliodora,3923,4218,4414,4430
MG,3129301,Iapu,7375,6395,7372,7164
MG,3129400,Ibertioga,2853,3175,3381,3457
MG,3129509,Ibiá,16341,17353,18952,19646
MG,3129608,Ibiaí,4418,5141,5685,6004
MG,3129657,Ibiracatu,,2856,2902,3123
MG,3129707,Ibiraci,5383,6742,7115,8208
MG,3129806,Ibirité,123632,132335,148024,158590
MG,3129905,Ibitiúra de Minas,1672,2049,2286,2370
MG,3130002,Ibituruna,1969,1987,2203,2485
MG,3130051,Icaraí de Minas,1698,1942,2511,2986
MG,3130101,Igarapé,23509,22977,28411,32661
MG,3130200,Igaratinga,4969,5416,6578,7677
MG,3130309,Iguatama,6918,6859,6348,6715
MG,3130408,Ijaci,3789,4079,5342,5605
MG,3130507,Ilicínea,6955,7637,8458,9096
MG,3130556,Imbé de Minas,,1652,2041,2046
MG,3130606,Inconfidentes,2962,3217,3670,3678
MG,3130655,Indaiabira,,1233,2831,2742
MG,3130705,Indianópolis,2855,3204,3926,4056
MG,3130804,Ingaí,1412,1469,1594,1630
MG,3130903,Inhapim,11646,12670,13981,13993
MG,3131000,Inhaúma,2914,3464,3378,4206
MG,3131109,Inimutaba,3855,4080,4318,4743
MG,3131158,Ipaba,11066,13156,13605,15028
MG,3131208,Ipanema,12562,12260,13201,14200
MG,3131307,Ipatinga,194371,210895,,236968
MG,3131406,Ipiaçu,3453,3511,3702,3741
MG,3131505,Ipuiúna,5982,6589,7179,7448
MG,3131604,Iraí de Minas,2691,4600,4900,5158
MG,3131703,Itabira,80938,89703,97564,102316
MG,3131802,Itabirinha de Mantena,6071,6515,7954,8370
MG,3131901,Itabirito,31243,35245,39860,43566
MG,3132008,Itacambira,581,656,876,1006
MG,3132107,Itacarambi,13388,13304,13653,13799
MG,3132206,Itaguara,7307,7805,9100,9526
MG,3132305,Itaipé,3252,4079,4846,4943
MG,3132404,Itajubá,72010,76986,79461,82764
MG,3132503,Itamarandiba,16994,17717,20824,21988
MG,3132602,Itamarati de Minas,2437,2804,3021,3210
MG,3132701,Itambacuri,13200,13992,14617,15119
MG,3132800,Itambé do Mato Dentro,511,756,1002,908
MG,3132909,Itamogi,6698,7420,8137,7759
MG,3133006,Itamonte,6582,6685,7799,9612
MG,3133105,Itanhandu,9799,10516,11682,11925
MG,3133204,Itanhomi,6819,7373,8217,8570
MG,3133303,Itaobim,16101,16076,15780,15779
MG,3133402,Itapagipe,6153,7008,9468,9558
MG,3133501,Itapecerica,15495,16220,15875,16503
MG,3133600,Itapeva,3503,3781,4101,4511
MG,3133709,Itatiaiuçu,4690,5039,5594,6221
MG,3133758,Itaú de Minas,11967,13313,14223,14562
MG,3133808,Itaúna,66369,71770,77100,80451
MG,3133907,Itaverava,2118,2418,2376,2565
MG,3134004,Itinga,7282,5738,6369,6554
MG,3134103,Itueta,2315,2495,3051,3299
MG,3134202,Ituiutaba,81213,83853,88132,93125
MG,3134301,Itumirim,4559,4701,4799,4704
MG,3134400,Iturama,24195,26829,29592,32598
MG,3134509,Itutinga,2619,2719,2822,2756
MG,3134608,Jaboticatubas,6111,7116,9313,10740
MG,3134707,Jacinto,6801,8698,9005,9197
MG,3134806,Jacuí,3618,3965,4162,4570
MG,3134905,Jacutinga,10939,14316,16683,19076
MG,3135001,Jaguaraçu,1296,2040,2070,2138
MG,3135050,Jaíba,9652,13148,15571,17635
MG,3135076,Jampruca,3234,3154,3317,3288
MG,3135100,Janaúba,51155,53891,58738,60570
MG,3135209,Januária,36830,35923,39673,41322
MG,3135308,Japaraíba,1765,1930,2255,2550
MG,3135357,Japonvar,,2577,2929,3050
MG,3135407,Jeceaba,3010,2831,3146,2988
MG,3135456,Jenipapo de Minas,,2022,2749,2883
MG,3135506,Jequeri,5567,6450,6937,7293
MG,3135605,Jequitaí,5477,5981,5498,5504
MG,3135704,Jequitibá,1519,1635,1882,1963
MG,3135803,Jequitinhonha,16428,16079,16893,17061
MG,3135902,Jesuânia,2689,2848,3099,3094
MG,3136009,Joaíma,11500,10259,10358,10273
MG,3136108,Joanésia,1307,2065,1983,2062
MG,3136207,João Monlevade,59924,66372,71295,73277
MG,3136306,João Pinheiro,37311,32424,34209,36761
MG,3136405,Joaquim Felício,2495,2324,2413,2526
MG,3136504,Jordânia,6417,7058,7846,7221
MG,3136520,José Gonçalves de Minas,,783,1030,1138
MG,3136553,José Raydan,,848,1127,1568
MG,3136579,Josenópolis,,2020,2278,2444
MG,3136603,Nova União,1341,1429,2901,2872
