Sigla,Codigo,Munic’pio,1991,2000
PE,2603702,Canhotinho,11726,12261
PE,2603801,Capoeiras,4392,4843
PE,2603900,Carna’ba,4601,6560
PE,2603926,Carnaubeira da Penha,852,1122
PE,2604007,Carpina,51090,61006
PE,2604106,Caruaru,182012,217407
PE,2604155,Casinhas,1316,1425
PE,2604205,Catende,22371,23451
PE,2604304,Cedro,4321,5017
PE,2604403,Ch‹ de Alegria,5832,8082
PE,2604502,Ch‹ Grande,7238,11736
PE,2604601,Condado,14079,18473
PE,2604700,Correntes,7716,8844
PE,2604809,Cortês,7834,8443
PE,2604908,Cumaru,4703,6798
PE,2605004,Cupira,13892,18085
PE,2605103,Cust—dia,12824,16645
PE,2605152,Dormentes,1033,3835
PE,2605202,Escada,37319,45596
PE,2605301,Exu,10728,11519
PE,2605400,Feira Nova,10975,12156
PE,2605459,Fernando de Noronha,1686,2051
PE,2605509,Ferreiros,6413,6957
PE,2605608,Flores,5285,8139
PE,2605707,Floresta,11592,15547
PE,2605806,Frei Miguelinho,2168,2364
PE,2605905,Gameleira,11671,16663
PE,2606002,Garanhuns,89206,103435
PE,2606101,Gl—ria do Goit‡,8549,12542
PE,2606200,Goiana,40552,43531
PE,2606309,Granito,1175,1601
PE,2606408,Gravat‡,46150,55563
PE,2606507,Iati,5431,6608
PE,2606606,Ibimirim,13564,13496
PE,2606705,Ibirajuba,1849,2428
PE,2606804,Igarassu,50740,75739
PE,2606903,Iguaraci,4531,5308
PE,2607000,Inaj‡,4644,6479
PE,2607109,Ingazeira,1700,2128
PE,2607208,Ipojuca,25168,40310
PE,2607307,Ipubi,10108,13439
PE,2607406,Itacuruba,2556,3233
PE,2607505,Ita’ba,4968,8735
PE,2607604,Itamarac‡,8580,12930
PE,2607653,Itamb_,22434,26325
PE,2607703,Itapetim,6881,7591
PE,2607752,Itapissuma,14101,16330
PE,2607802,Itaquitinga,9458,10779
PE,2607901,Jaboat‹o dos Guararapes,419832,568474
PE,2607950,Jaqueira,4831,5904
PE,2608008,Jataœba,4771,6628
PE,2608057,Jatob‡,860,5412
PE,2608107,Jo‹o Alfredo,7801,10296
PE,2608206,Joaquim Nabuco,8563,9617
PE,2608255,Jucati,1863,2277
PE,2608305,Jupi,4350,5785
PE,2608404,Jurema,5712,7634
PE,2608453,Lagoa do Carro,7037,8087
PE,2608503,Lagoa do Itaenga,11242,15345
PE,2608602,Lagoa do Ouro,3628,4548
PE,2608701,Lagoa dos Gatos,6690,7460
PE,2608750,Lagoa Grande,441,8651
PE,2608800,Lajedo,17993,22531
PE,2608909,Limoeiro,40222,42412
PE,2609006,Macaparana,10960,13518
PE,2609105,Machados,4233,5474
PE,2609154,Manari,1545,2287
PE,2609204,Maraial,7165,7937
PE,2609303,Mirandiba,4995,6375
PE,2609402,Moreno,31571,38294
PE,2609501,Nazar_ da Mata,20485,24704
PE,2609600,Olinda,339227,360554
PE,2609709,Orob—,4571,5587
PE,2609808,Oroc—,3429,3573
PE,2609907,Ouricuri,20318,26608
PE,2610004,Palmares,43326,43452
PE,2610103,Palmeirina,3618,4790
PE,2610202,Panelas,7847,10851
PE,2610301,Paranatama,1116,1647
PE,2610400,Parnamirim,5833,7323
PE,2610509,Passira,10203,12326
PE,2610608,Paudalho,30314,34432
PE,2610707,Paulista,209876,262237
PE,2610806,Pedra,7464,10267
PE,2610905,Pesqueira,39341,40991
PE,2611002,Petrol‰ndia,13459,19599
PE,2611101,Petrolina,124240,166279
PE,2611200,Poç‹o,4874,6359
PE,2611309,Pombos,10282,13979
PE,2611408,Primavera,5235,6641
PE,2611507,Quipap‡,9876,10885
PE,2611533,Quixaba,990,2038
PE,2611606,Recife,1297876,1422905
PE,2611705,Riacho das Almas,4715,6123
PE,2611804,Ribeir‹o,26419,29646
PE,2611903,Rio Formoso,7709,8349
PE,2612000,Sair_,2870,5648
PE,2612109,Salgadinho,1614,2251
PE,2612208,Salgueiro,34759,39891
PE,2612307,Salo‡,4031,5141
PE,2612406,Sanhar—,6988,7613
PE,2612455,Santa Cruz,1491,2861
PE,2612471,Santa Cruz da Baixa Verde,4417,4147
PE,2612505,Santa Cruz do Capibaribe,35027,57226
PE,2612554,Santa Filomena,932,1693
PE,2612604,Santa Maria da Boa Vista,9742,14004
PE,2612703,Santa Maria do Cambuc‡,1988,2261
PE,2612802,Santa Terezinha,4508,5868
PE,2612901,S‹o Benedito do Sul,4347,5271
PE,2613008,S‹o Bento do Una,19428,23306
PE,2613107,S‹o Caitano,16710,22499
PE,2613206,S‹o Jo‹o,5627,7144
PE,2613305,S‹o Joaquim do Monte,7943,11354
PE,2613404,S‹o Jos_ da Coroa Grande,6022,9516
PE,2613503,S‹o Jos_ do Belmonte,11385,14763
PE,2613602,S‹o Jos_ do Egito,15415,17695
PE,2613701,S‹o Lourenço da Mata,68803,83543
PE,2613800,S‹o Vicente Ferrer,6431,8906
PE,2613909,Serra Talhada,43394,49605
PE,2614006,Serrita,3126,4419
PE,2614105,Sert‰nia,15528,17047
PE,2614204,Sirinha_m,10405,13646
PE,2614303,Moreil‰ndia,3775,5586
PE,2614402,Solid‹o,986,1303
PE,2614501,Surubim,26563,33145
PE,2614600,Tabira,13054,15944
PE,2614709,Tacaimb—,4417,5927
PE,2614808,Tacaratu,5935,7242
PE,2614857,Tamandar_,5356,11548
PE,2615003,Taquaritinga do Norte,8645,12022
PE,2615102,Terezinha,1459,1880
PE,2615201,Terra Nova,3131,3969
PE,2615300,Timbaœba,40360,44035
PE,2615409,Toritama,13751,20127
PE,2615508,Tracunha_m,7322,9442
PE,2615607,Trindade,14080,17195
PE,2615706,Triunfo,5242,6561
PE,2615805,Tupanatinga,3768,6420
PE,2615904,Tuparetama,4937,5806
PE,2616001,Venturosa,6713,8050
PE,2616100,Verdejante,1547,2300
PE,2616183,Vertente do L_rio,1161,1508
PE,2616209,Vertentes,5224,6303
PE,2616308,Vicência,9314,10502
PE,2616407,Vit—ria de Santo Ant‹o,85363,99342
PE,2616506,Xex_u,5529,7857
PE,2699919,Muribeca,,
PE,2699929,Nossa Senhora do î de Goyanna,,
PE,2699939,Cimbres,,
PI,2200053,Acau‹,0,675
PI,2200103,Agricol‰ndia,3623,3942
PI,2200202,çgua Branca,10887,13075
PI,2200251,Alagoinha do Piau’,1225,1948
PI,2200277,Alegrete do Piau’,0,2662
PI,2200301,Alto Long‡,3137,5604
PI,2200400,Altos,21148,26199
PI,2200459,Alvorada do Gurgu_ia,0,1479
PI,2200509,Amarante,8323,8916
PI,2200608,Angical do Piau’,4285,5065
PI,2200707,An’sio de Abreu,2660,3348
PI,2200806,Ant™nio Almeida,1250,1916
PI,2200905,Aroazes,1953,3171
PI,2200954,Aroeiras de Itaim,,
PI,2201002,Arraial,1622,2495
PI,2201051,Assunç‹o do Piau’,0,2832
PI,2201101,Avelino Lopes,3344,5118
PI,2201150,Baixa Grande do Ribeiro,0,3656
PI,2201176,Barra D'Alc‰ntara,0,1615
PI,2201200,Barras,14446,18809
PI,2201309,Barreiras do Piau’,1175,1582
PI,2201408,Barro Duro,4182,5029
PI,2201507,Batalha,6469,7930
PI,2201556,Bela Vista do Piau’,0,758
PI,2201572,Bel_m do Piau’,0,879
PI,2201606,Beneditinos,4029,5214
PI,2201705,Bertol’nia,3404,3537
PI,2201739,Bet‰nia do Piau’,0,1029
PI,2201770,Boa Hora,0,1023
PI,2201804,Bocaina,1197,1493
PI,2201903,Bom Jesus,8498,10961
PI,2201919,Bom Princ’pio do Piau’,0,1216
PI,2201929,Bonfim do Piau’,0,1159
PI,2201945,Boqueir‹o do Piau’,0,1877
PI,2201960,Brasileira,0,2926
PI,2201988,Brejo do Piau’,0,1194
PI,2202000,Buriti dos Lopes,7776,9332
PI,2202026,Buriti dos Montes,0,1845
PI,2202059,Cabeceiras do Piau’,0,1389
PI,2202075,Cajazeiras do Piau’,0,866
PI,2202083,Cajueiro da Praia,0,2201
PI,2202091,Caldeir‹o Grande do Piau’,0,1311
PI,2202109,Campinas do Piau’,1231,1544
PI,2202117,Campo Alegre do Fidalgo,0,410
PI,2202133,Campo Grande do Piau’,0,1180
PI,2202174,Campo Largo do Piau’,0,1044
PI,2202208,Campo Maior,31853,31928
PI,2202251,Canavieira,1290,1854
PI,2202307,Canto do Buriti,8585,10154
PI,2202406,Capit‹o de Campos,4639,5641
PI,2202455,Capit‹o Gerv‡sio Oliveira,0,358
PI,2202505,Caracol,3124,3013
PI,2202539,Caraœbas do Piau’,0,635
PI,2202554,Caridade do Piau’,0,1091
PI,2202604,Castelo do Piau’,8277,9242
PI,2202653,Caxing—,0,758
PI,2202703,Cocal,7652,10647
PI,2202711,Cocal de Telha,0,2234
PI,2202729,Cocal dos Alves,0,1334
PI,2202737,Coivaras,0,875
PI,2202752,Col™nia do Gurgu_ia,0,3886
PI,2202778,Col™nia do Piau’,0,2650
PI,2202802,Conceiç‹o do Canind_,1554,2607
PI,2202851,Coronel Jos_ Dias,0,1013
PI,2202901,Corrente,9572,12552
PI,2203008,Cristal‰ndia do Piau’,1739,2309
PI,2203107,Cristino Castro,4897,6170
PI,2203206,Curimat‡,3606,5267
PI,2203230,Currais,0,701
PI,2203255,Curralinhos,0,797
PI,2203271,Curral Novo do Piau’,0,1050
PI,2203305,Demerval Lob‹o,7790,10254
PI,2203354,Dirceu Arcoverde,1329,1855
PI,2203404,Dom Expedito Lopes,2812,3335
PI,2203420,Domingos Mour‹o,739,950
PI,2203453,Dom Inocêncio,428,856
PI,2203503,Elesb‹o Veloso,8841,10133
PI,2203602,Eliseu Martins,2822,2801
PI,2203701,Esperantina,17297,20748
PI,2203750,Fartura do Piau’,0,895
PI,2203800,Flores do Piau’,1744,1753
PI,2203859,Floresta do Piau’,0,586
PI,2203909,Floriano,43531,46684
PI,2204006,Francin—polis,2462,3122
PI,2204105,Francisco Ayres,2003,2375
PI,2204154,Francisco Macedo,0,639
PI,2204204,Francisco Santos,3432,3354
PI,2204303,Fronteiras,4761,5746
PI,2204352,Geminiano,0,839
PI,2204402,Gilbu_s,2734,4521
PI,2204501,Guadalupe,8681,9596
PI,2204550,Guaribas,0,898
PI,2204600,Hugo Napole‹o,2702,2945
PI,2204659,Ilha Grande,0,6505
PI,2204709,Inhuma,5561,6614
PI,2204808,Ipiranga do Piau’,3951,4923
PI,2204907,Isa’as Coelho,1163,1693
PI,2205003,Itain—polis,2191,2572
PI,2205102,Itaueira,4607,5125
PI,2205151,Jacobina do Piau’,0,851
PI,2205201,Jaic—s,5301,7375
PI,2205250,Jardim do Mulato,0,1169
PI,2205276,Jatob‡ do Piau’,0,657
PI,2205300,Jerumenha,1898,2594
PI,2205359,Jo‹o Costa,0,453
PI,2205409,Joaquim Pires,2637,3670
PI,2205458,Joca Marques,0,1188
PI,2205508,Jos_ de Freitas,13712,18110
PI,2205516,Juazeiro do Piau’,0,970
PI,2205524,Jœlio Borges,0,936
PI,2205532,Jurema,0,498
PI,2205540,Lagoinha do Piau’,639,1033
PI,2205557,Lagoa Alegre,0,2337
PI,2205565,Lagoa do Barro do Piau’,0,842
PI,2205573,Lagoa de S‹o Francisco,0,1684
PI,2205581,Lagoa do Piau’,0,939
PI,2205599,Lagoa do S’tio,0,1590
PI,2205607,Landri Sales,3809,3901
PI,2205706,Lu’s Correia,8277,10297
PI,2205805,Luzil‰ndia,12508,13453
PI,2205854,Madeiro,0,2544
PI,2205904,Manoel Em’dio,2504,2566
PI,2205953,Marcol‰ndia,0,4748
PI,2206001,Marcos Parente,3020,3054
PI,2206050,Massapê do Piau’,0,771
PI,2206100,Matias Ol’mpio,3435,4210
PI,2206209,Miguel Alves,7935,9609
PI,2206308,Miguel Le‹o,709,749
PI,2206357,Milton Brand‹o,0,1609
PI,2206407,Monsenhor Gil,3307,4877
PI,2206506,Monsenhor Hip—lito,2118,2630
PI,2206605,Monte Alegre do Piau’,2373,2672
PI,2206654,Morro Cabeça no Tempo,0,704
PI,2206670,Morro do Chap_u do Piau’,0,1729
PI,2206696,Murici dos Portelas,0,1002
PI,2206704,Nazar_ do Piau’,3103,3331
PI,2206720,Naz‡ria,,
PI,2206753,Nossa Senhora de Nazar_,0,1082
PI,2206803,Nossa Senhora dos Rem_dios,1948,2705
PI,2206902,Novo Oriente do Piau’,2760,3333
PI,2206951,Novo Santo Ant™nio,0,307
PI,2207009,Oeiras,16002,19629
PI,2207108,Olho D'çgua do Piau’,0,943
PI,2207207,Padre Marcos,2009,2553
PI,2207306,Paes Landim,1773,2324
PI,2207355,Pajeœ do Piau’,0,1185
PI,2207405,Palmeira do Piau’,800,1414
PI,2207504,Palmeirais,3100,4381
PI,2207553,Paquet‡,0,498
PI,2207603,Parnagu‡,2810,4052
PI,2207702,Parna’ba,105104,124988
PI,2207751,Passagem Franca do Piau’,0,2314
PI,2207777,Patos do Piau’,0,1200
PI,2207793,Pau D'Arco do Piau’,,
PI,2207801,Paulistana,6309,8939
PI,2207850,Pavussu,0,1634
PI,2207900,Pedro II,16391,20917
PI,2207934,Pedro Laurentino,0,448
PI,2207959,Nova Santa Rita,0,402
PI,2208007,Picos,45571,52547
PI,2208106,Pimenteiras,2827,4152
PI,2208205,Pio IX,3562,4278
PI,2208304,Piracuruca,14202,17881
PI,2208403,Piripiri,39341,43537
PI,2208502,Porto,4558,6695
PI,2208551,Porto Alegre do Piau’,0,1201
PI,2208601,Prata do Piau’,1760,2390
PI,2208650,Queimada Nova,0,729
PI,2208700,Redenç‹o do Gurgu_ia,3476,4679
PI,2208809,Regeneraç‹o,11017,13241
PI,2208858,Riacho Frio,0,1626
PI,2208874,Ribeira do Piau’,0,523
PI,2208908,Ribeiro Gonçalves,2680,2990
PI,2209005,Rio Grande do Piau’,3043,3967
PI,2209104,Santa Cruz do Piau’,2966,3854
PI,2209153,Santa Cruz dos Milagres,0,1737
PI,2209203,Santa Filomena,1916,2521
PI,2209302,Santa Luz,1898,2581
PI,2209351,Santana do Piau’,0,1753
PI,2209377,Santa Rosa do Piau’,0,3452
PI,2209401,Santo Ant™nio de Lisboa,2809,3364
PI,2209450,Santo Ant™nio dos Milagres,0,622
PI,2209500,Santo In‡cio do Piau’,1381,1904
PI,2209559,S‹o Braz do Piau’,0,935
PI,2209609,S‹o F_lix do Piau’,1663,1762
PI,2209658,S‹o Francisco de Assis do Piau’,0,705
PI,2209708,S‹o Francisco do Piau’,1272,1787
PI,2209757,S‹o Gonçalo do Gurgu_ia,0,873
PI,2209807,S‹o Gonçalo do Piau’,2637,3266
PI,2209856,S‹o Jo‹o da Canabrava,1108,1245
PI,2209872,S‹o Jo‹o da Fronteira,0,1613
PI,2209906,S‹o Jo‹o da Serra,2564,3163
PI,2209955,S‹o Jo‹o da Varjota,0,1055
PI,2209971,S‹o Jo‹o do Arraial,0,2324
PI,2210003,S‹o Jo‹o do Piau’,9155,11353
PI,2210052,S‹o Jos_ do Divino,1238,2195
PI,2210102,S‹o Jos_ do Peixe,1565,1891
PI,2210201,S‹o Jos_ do Piau’,1825,1898
PI,2210300,S‹o Juli‹o,1708,2134
PI,2210359,S‹o Lourenço do Piau’,0,691
PI,2210375,S‹o Luis do Piau’,0,594
PI,2210383,S‹o Miguel da Baixa Grande,0,1247
PI,2210391,S‹o Miguel do Fidalgo,0,933
PI,2210409,S‹o Miguel do Tapuio,6129,6595
PI,2210508,S‹o Pedro do Piau’,5877,7103
PI,2210607,S‹o Raimundo Nonato,13479,17202
PI,2210623,Sebasti‹o Barros,0,465
PI,2210631,Sebasti‹o Leal,0,1408
PI,2210656,Sigefredo Pacheco,0,2306
PI,2210706,Sim›es,3451,4542
PI,2210805,Simpl’cio Mendes,5710,6673
PI,2210904,Socorro do Piau’,1394,1517
PI,2210938,Sussuapara,0,1191
PI,2210953,Tamboril do Piau’,0,1034
PI,2210979,Tanque do Piau’,0,1087
PI,2211001,Teresina,556911,677470
PI,2211100,Uni‹o,13948,16089
PI,2211209,Uruçu’,8953,11112
PI,2211308,Valença do Piau’,10882,14110
PI,2211357,V‡rzea Branca,0,949
PI,2211407,V‡rzea Grande,2185,2647
PI,2211506,Vera Mendes,0,586
PI,2211605,Vila Nova do Piau’,0,500
PI,2211704,Wall Ferraz,0,979
PR,4100103,Abati‡,5109,5356
PR,4100202,Adrian—polis,1589,1613
PR,4100301,Agudos do Sul,779,1466
PR,4100400,Almirante Tamandar_,51278,84755
PR,4100459,Altamira do Paran‡,1821,2119
PR,4100509,Alt™nia,11925,11704
PR,4100608,Alto Paran‡,8359,10114
PR,4100707,Alto Piquiri,9066,8405
PR,4100806,Alvorada do Sul,5922,7015
PR,4100905,Amapor‹,3087,3587
PR,4101002,Amp_re,6037,10403
PR,4101051,Anahy,1506,1640
PR,4101101,Andir‡,17114,19927
PR,4101150,ångulo,1538,2150
PR,4101200,Antonina,14018,15837
PR,4101309,Ant™nio Olinto,618,612
PR,4101408,Apucarana,86079,100249
PR,4101507,Arapongas,60025,81790
PR,4101606,Arapoti,11413,17487
PR,4101655,Arapu‹,1630,1209
PR,4101705,Araruna,5858,9134
PR,4101804,Arauc‡ria,54058,86111
PR,4101853,Ariranha do Iva’,679,697
PR,4101903,Assa’,12964,13517
PR,4102000,Assis Chateaubriand,28835,27052
PR,4102109,Astorga,18534,20476
PR,4102208,Atalaia,2841,3327
PR,4102307,Balsa Nova,2430,3186
PR,4102406,Bandeirantes,24422,27720
PR,4102505,Barbosa Ferraz,10872,9735
PR,4102604,Barrac‹o,4234,5825
PR,4102703,Barra do Jacar_,1390,1693
PR,4102752,Bela Vista da Caroba,391,757
PR,4102802,Bela Vista do Para’so,13070,13860
PR,4102901,Bituruna,5575,7506
PR,4103008,Boa Esperança,2639,2579
PR,4103024,Boa Esperança do Iguaçu,496,564
PR,4103040,Boa Ventura de S‹o Roque,262,1080
PR,4103057,Boa Vista da Aparecida,3228,4565
PR,4103107,Bocaiœva do Sul,2373,3562
PR,4103156,Bom Jesus do Sul,257,382
PR,4103206,Bom Sucesso,4588,4724
PR,4103222,Bom Sucesso do Sul,997,1307
PR,4103305,Borraz—polis,5480,6432
PR,4103354,Braganey,3017,2780
PR,4103370,Brasil‰ndia do Sul,2516,2367
PR,4103404,Cafeara,1603,1781
PR,4103453,Cafel‰ndia,5185,8551
PR,4103479,Cafezal do Sul,3001,3069
PR,4103503,Calif—rnia,4525,5664
PR,4103602,Cambar‡,16491,20022
PR,4103701,Camb_,69617,81942
PR,4103800,Cambira,3003,4194
PR,4103909,Campina da Lagoa,12677,12692
PR,4103958,Campina do Sim‹o,829,1261
PR,4104006,Campina Grande do Sul,12722,25973
PR,4104055,Campo Bonito,1479,2260
PR,4104105,Campo do Tenente,2043,3451
PR,4104204,Campo Largo,53892,77223
PR,4104253,Campo Magro,7802,2501
PR,4104303,Campo Mour‹o,70498,74754
PR,4104402,C‰ndido de Abreu,3958,4684
PR,4104428,Cand—i,1513,5158
PR,4104451,Cantagalo,4916,7312
PR,4104501,Capanema,7936,9311
PR,4104600,Capit‹o Le™nidas Marques,5861,9753
PR,4104659,Carambe’,6203,10494
PR,4104709,Carl—polis,6519,8347
PR,4104808,Cascavel,177766,228673
PR,4104907,Castro,32922,43250
PR,4105003,Catanduvas,3712,4944
PR,4105102,Centen‡rio do Sul,9990,9237
PR,4105201,Cerro Azul,3208,3916
PR,4105300,C_u Azul,5831,7197
PR,4105409,Chopinzinho,6446,10529
PR,4105508,Cianorte,37850,49644
PR,4105607,Cidade Gaœcha,6522,7681
PR,4105706,Clevel‰ndia,13347,14814
PR,4105805,Colombo,110273,174962
PR,4105904,Colorado,15616,18772
PR,4106001,Congonhinhas,4044,4704
PR,4106100,Conselheiro Mairinck,2226,2406
PR,4106209,Contenda,5027,6320
PR,4106308,Corb_lia,11282,12542
PR,4106407,Corn_lio Proc—pio,40036,42683
PR,4106456,Coronel Domingos Soares,237,797
PR,4106506,Coronel Vivida,12339,14732
PR,4106555,Corumbata’ do Sul,1762,1998
PR,4106571,Cruzeiro do Iguaçu,1888,2214
PR,4106605,Cruzeiro do Oeste,16754,16056
PR,4106704,Cruzeiro do Sul,2715,2834
PR,4106803,Cruz Machado,2473,3459
PR,4106852,Cruzmaltina,1271,1181
PR,4106902,Curitiba,1315035,1587315
PR,4107009,Curiœva,3989,7026
PR,4107108,Diamante do Norte,4537,4612
PR,4107124,Diamante do Sul,826,1115
PR,4107157,Diamante D'Oeste,2876,2480
PR,4107207,Dois Vizinhos,19818,22382
PR,4107256,Douradina,3248,3717
PR,4107306,Doutor Camargo,4379,4679
PR,4107405,En_as Marques,1405,1250
PR,4107504,Engenheiro Beltr‹o,8378,11129
PR,4107520,Esperança Nova,823,753
PR,4107538,Entre Rios do Oeste,1015,1991
PR,4107546,Espig‹o Alto do Iguaçu,2132,1572
PR,4107553,Farol,1837,1944
PR,4107603,Faxinal,9837,12556
PR,4107652,Fazenda Rio Grande,20514,59196
PR,4107702,Fênix,4016,3836
PR,4107736,Fernandes Pinheiro,1873,1965
PR,4107751,Figueira,7180,7642
PR,4107801,Flora’,4240,4511
PR,4107850,Flor da Serra do Sul,295,590
PR,4107900,Floresta,3469,4386
PR,4108007,Florest—polis,8545,10238
PR,4108106,Fl—rida,1652,2181
PR,4108205,Formosa do Oeste,4958,5030
PR,4108304,Foz do Iguaçu,186385,256524
PR,4108320,Francisco Alves,4313,4110
PR,4108403,Francisco Beltr‹o,45622,54831
PR,4108452,Foz do Jord‹o,261,4312
PR,4108502,General Carneiro,6078,8903
PR,4108551,Godoy Moreira,1262,1468
PR,4108601,Goioerê,24658,24534
PR,4108650,Goioxim,295,1832
PR,4108700,Grandes Rios,3676,3800
PR,4108809,Gua’ra,22790,24878
PR,4108908,Guairaç‡,3129,4098
PR,4108957,Guamiranga,1420,1628
PR,4109005,Guapirama,2410,2917
PR,4109104,Guaporema,1116,970
PR,4109203,Guaraci,4059,3809
PR,4109302,Guaraniaçu,7797,8126
PR,4109401,Guarapuava,113608,141694
PR,4109500,Guaraqueçaba,1742,2582
PR,4109609,Guaratuba,14019,23156
PR,4109658,Hon—rio Serpa,727,1443
PR,4109708,Ibaiti,15245,19707
PR,4109757,Ibema,3795,4438
PR,4109807,Ibipor‹,30728,39141
PR,4109906,Icara’ma,6711,6519
PR,4110003,Iguaraçu,2491,2814
PR,4110052,Iguatu,1138,1227
PR,4110078,Imbaœ,3762,5483
PR,4110102,Imbituva,6454,14781
PR,4110201,In‡cio Martins,2513,4078
PR,4110300,Inaj‡,2026,2305
PR,4110409,Indian—polis,1954,2435
PR,4110508,Ipiranga,3214,3996
PR,4110607,Ipor‹,12411,11508
PR,4110656,Iracema do Oeste,2269,2131
PR,4110706,Irati,31278,39306
PR,4110805,Iretama,6522,6156
PR,4110904,Itaguaj_,3473,3586
PR,4110953,Itaipul‰ndia,1400,3757
PR,4111001,Itambarac‡,6070,5303
PR,4111100,Itamb_,4711,5378
PR,4111209,Itapejara d'Oeste,3909,4961
PR,4111258,Itaperuçu,7521,16234
PR,4111308,Itaœna do Sul,3050,2790
PR,4111407,Iva’,2958,3708
PR,4111506,Ivaipor‹,25619,25889
PR,4111555,Ivat_,2891,3971
PR,4111605,Ivatuba,1779,1926
PR,4111704,Jaboti,1863,2641
PR,4111803,Jacarezinho,30111,33515
PR,4111902,Jaguapit‹,7474,8733
PR,4112009,Jaguaria’va,19241,25621
PR,4112108,Jandaia do Sul,15340,17079
PR,4112207,Jani—polis,4237,4368
PR,4112306,Japira,1842,2327
PR,4112405,Japur‡,4253,6100
PR,4112504,Jardim Alegre,6613,7134
PR,4112603,Jardim Olinda,1041,996
PR,4112702,Jataizinho,8390,10317
PR,4112751,Jesu’tas,5537,5408
PR,4112801,Joaquim T‡vora,6287,6972
PR,4112900,Jundia’ do Sul,2238,2266
PR,4112959,Juranda,3582,5764
PR,4113007,Jussara,4753,5256
PR,4113106,Kalor_,2815,3055
PR,4113205,Lapa,19472,24070
PR,4113254,Laranjal,821,1510
PR,4113304,Laranjeiras do Sul,11879,23562
PR,4113403,Le—polis,2248,2395
PR,4113429,Lidian—polis,1967,1841
PR,4113452,Lindoeste,938,2382
PR,4113502,Loanda,14305,16948
PR,4113601,Lobato,2827,3366
PR,4113700,Londrina,359818,433369
PR,4113734,Luiziana,3187,4138
PR,4113759,Lunardelli,2872,2704
PR,4113809,Lupion—polis,3677,3555
PR,4113908,Mallet,5528,6862
PR,4114005,Mamborê,8314,9014
PR,4114104,Mandaguaçu,11122,14113
PR,4114203,Mandaguari,21250,28281
PR,4114302,Mandirituba,5723,6268
PR,4114351,Manfrin—polis,73,448
PR,4114401,Mangueirinha,4255,6450
PR,4114500,Manoel Ribas,4552,6540
PR,4114609,Marechal C‰ndido Rondon,22117,31246
PR,4114708,Maria Helena,2873,2719
PR,4114807,Marialva,16177,22113
PR,4114906,Maril‰ndia do Sul,4735,6089
PR,4115002,Marilena,3496,4047
PR,4115101,Mariluz,8326,8255
PR,4115200,Maring‡,234079,283978
PR,4115309,Mari—polis,2855,3771
PR,4115358,Marip‡,2609,3001
PR,4115408,Marmeleiro,5763,7168
PR,4115457,Marquinho,479,568
PR,4115507,Marumbi,3051,3380
PR,4115606,Matel‰ndia,8619,10151
PR,4115705,Matinhos,10866,24000
PR,4115739,Mato Rico,359,652
PR,4115754,Mau‡ da Serra,3055,5344
PR,4115804,Medianeira,28006,33246
PR,4115853,Mercedes,752,1496
PR,4115903,Mirador,1420,1576
PR,4116000,Miraselva,1189,1306
PR,4116059,Missal,3679,4972
PR,4116109,Moreira Sales,10236,9383
PR,4116208,Morretes,6194,7153
PR,4116307,Munhoz de Melo,1994,2527
PR,4116406,Nossa Senhora das Graças,2222,2848
PR,4116505,Nova Aliança do Iva’,766,904
PR,4116604,Nova Am_rica da Colina,1828,2401
PR,4116703,Nova Aurora,8367,9061
PR,4116802,Nova Cantu,4068,3916
PR,4116901,Nova Esperança,17941,21785
PR,4116950,Nova Esperança do Sudoeste,765,1224
PR,4117008,Nova F‡tima,5979,6591
PR,4117057,Nova Laranjeiras,4629,1813
PR,4117107,Nova Londrina,11077,11604
PR,4117206,Nova Ol’mpia,4065,4325
PR,4117214,Nova Santa B‡rbara,2122,2871
PR,4117222,Nova Santa Rosa,3155,3897
PR,4117255,Nova Prata do Iguaçu,4171,5311
PR,4117271,Nova Tebas,2148,3164
PR,4117297,Novo Itacolomi,865,1258
PR,4117305,Ortigueira,5412,8363
PR,4117404,Ourizona,2583,2720
PR,4117453,Ouro Verde do Oeste,3368,3383
PR,4117503,Paiçandu,20997,29622
PR,4117602,Palmas,24653,31411
PR,4117701,Palmeira,14878,17268
PR,4117800,Palmital,4548,7170
PR,4117909,Palotina,17091,20740
PR,4118006,Para’so do Norte,7197,8720
PR,4118105,Paranacity,5087,7326
PR,4118204,Paranagu‡,85115,122347
PR,4118303,Paranapoema,1983,2159
PR,4118402,Paranava’,64354,70329
PR,4118451,Pato Bragado,1413,2343
PR,4118501,Pato Branco,42409,56805
PR,4118600,Paula Freitas,1473,2200
PR,4118709,Paulo Frontin,1573,1752
PR,4118808,Peabiru,9147,10491
PR,4118857,Perobal,2331,2626
PR,4118907,P_rola,6650,6618
PR,4119004,P_rola d'Oeste,2843,2720
PR,4119103,Piên,1432,2883
PR,4119152,Pinhais,53543,100726
PR,4119202,Pinhal‹o,2706,3532
PR,4119251,Pinhal de S‹o Bento,538,737
PR,4119301,Pinh‹o,9829,13734
PR,4119400,Pira’ do Sul,12314,14624
PR,4119509,Piraquara,37895,33829
PR,4119608,Pitanga,15051,18339
PR,4119657,Pitangueiras,1204,1641
PR,4119707,Planaltina do Paran‡,2320,2549
PR,4119806,Planalto,4075,4814
PR,4119905,Ponta Grossa,221671,266683
PR,4119954,Pontal do Paran‡,9574,14149
PR,4120002,Porecatu,11961,12372
PR,4120101,Porto Amazonas,2393,2728
